maintenance_id,workorder_id,asset_id,completion_date,downtime_hours,maintenance_cost_eur
9901,9901,91,2023-02-12,35.54,2233
9902,9902,282,2023-10-09,26.92,3397
9903,9903,55,2022-09-15,31.57,4330
9904,9904,194,2022-10-04,28.9,1190
9905,9905,390,2022-06-17,8.73,3841
9906,9906,214,2023-08-30,32.32,2907
9907,9907,289,2023-07-12,26.97,2729
9908,9908,165,2022-04-18,42.31,2425
9909,9909,161,2023-03-14,1.74,1264
9910,9910,84,2022-09-07,39.33,815
9911,9911,77,2022-06-20,33.14,3482
9912,9912,273,2023-10-03,38.35,4191
9913,9913,29,2023-04-25,11.85,980
9914,9914,392,2022-03-30,19.7,1725
9915,9915,211,2022-08-29,22.15,1766
9916,9916,216,2023-01-02,39.02,4275
9917,9917,253,2022-08-28,21.7,2314
9918,9918,422,2023-10-19,47.0,452
9919,9919,53,2022-07-21,3.56,1842
9920,9920,70,2022-05-23,10.24,3238
9921,9921,23,2022-10-22,2.59,1382
9922,9922,155,2022-08-04,8.67,3621
9923,9923,424,2023-03-23,29.3,2652
9924,9924,212,2022-09-20,36.7,1425
9925,9925,298,2022-01-23,14.71,2987
9926,9926,479,2022-12-22,8.6,4006
9927,9927,415,2023-02-13,1.16,248
9928,9928,53,2022-04-17,34.68,2726
9929,9929,26,2023-11-18,25.44,1834
9930,9930,344,2022-10-01,10.42,4897
9931,9931,412,2023-01-19,37.01,3902
9932,9932,53,2023-02-16,32.77,2464
9933,9933,414,2023-06-20,25.77,831
9934,9934,241,2022-03-21,26.01,2240
9935,9935,182,2023-10-01,26.22,3814
9936,9936,226,2022-11-17,11.43,3675
9937,9937,165,2022-06-19,14.28,2008
9938,9938,158,2022-04-10,6.76,4116
9939,9939,220,2022-03-29,13.54,1112
9940,9940,55,2023-03-08,1.67,1689
9941,9941,313,2023-09-01,36.72,2513
9942,9942,424,2023-11-29,3.63,3088
9943,9943,37,2023-12-01,29.48,1933
9944,9944,458,2023-05-27,12.48,1762
9945,9945,126,2022-09-15,36.56,2291
9946,9946,482,2022-03-19,9.71,4142
9947,9947,283,2022-04-14,4.69,3182
9948,9948,334,2023-03-05,10.04,2338
9949,9949,497,2023-02-14,37.93,3299
9950,9950,13,2022-03-15,10.15,4361
9951,9951,204,2023-12-08,6.41,4296
9952,9952,265,2023-11-26,8.1,3697
9953,9953,407,2023-09-14,45.34,888
9954,9954,434,2022-11-23,37.98,1883
9955,9955,316,2023-07-17,41.41,3780
9956,9956,148,2022-09-24,44.21,3278
9957,9957,21,2023-02-25,36.45,632
9958,9958,178,2022-09-18,44.27,963
9959,9959,499,2022-11-02,11.27,4167
9960,9960,201,2022-01-10,30.15,608
9961,9961,276,2022-04-04,29.63,556
9962,9962,262,2022-07-01,7.64,4116
9963,9963,79,2023-02-04,5.51,4543
9964,9964,88,2022-07-03,2.87,265
9965,9965,208,2022-06-16,39.82,1028
9966,9966,222,2022-03-28,32.21,3316
9967,9967,76,2023-11-20,1.25,1547
9968,9968,430,2022-11-09,16.53,280
9969,9969,49,2023-06-17,13.39,2458
9970,9970,68,2023-07-22,42.29,3181
9971,9971,377,2023-10-05,36.82,2875
9972,9972,393,2023-11-27,36.31,4549
9973,9973,431,2022-07-31,32.04,4349
9974,9974,381,2022-10-26,18.08,4780
9975,9975,194,2022-07-07,19.97,4782
9976,9976,56,2022-04-02,42.17,4916
9977,9977,26,2023-03-19,11.31,4263
9978,9978,203,2022-10-26,27.58,2071
9979,9979,15,2023-03-28,17.72,988
9980,9980,103,2022-11-30,44.33,2762
9981,9981,147,2023-08-18,38.93,3116
9982,9982,117,2023-02-19,9.18,4503
9983,9983,14,2022-07-03,21.86,514
9984,9984,420,2023-03-29,37.09,1736
9985,9985,178,2022-03-26,9.7,4781
9986,9986,102,2023-02-16,2.67,1143
9987,9987,4,2023-04-05,39.32,4033
9988,9988,348,2022-10-30,41.42,1606
9989,9989,115,2022-02-23,44.22,637
9990,9990,114,2023-04-15,19.6,3630
9991,9991,363,2022-10-09,28.57,1939
9992,9992,386,2023-09-06,30.65,3099
9993,9993,154,2023-05-11,23.33,2717
9994,9994,383,2022-08-06,6.74,4486
9995,9995,335,2022-12-09,15.68,230
9996,9996,366,2023-10-15,11.93,3471
9997,9997,426,2022-06-05,47.11,3041
9998,9998,333,2022-07-26,31.08,864
9999,9999,413,2022-10-09,39.23,825
10000,10000,135,2023-05-14,31.16,3552
10001,10001,146,2023-01-09,34.27,1046
10002,10002,171,2023-01-30,30.02,3880
10003,10003,375,2023-01-03,12.53,531
10004,10004,492,2023-07-10,34.75,1515
10005,10005,444,2022-11-14,23.22,3789
10006,10006,373,2022-06-14,26.03,2521
10007,10007,184,2022-05-15,46.74,2592
10008,10008,27,2022-03-11,35.45,798
10009,10009,445,2022-03-23,9.71,946
10010,10010,496,2023-04-22,10.84,3330
10011,10011,17,2023-10-17,33.77,323
10012,10012,380,2022-08-17,7.68,414
10013,10013,156,2022-04-26,36.26,2498
10014,10014,17,2023-07-20,21.4,1879
10015,10015,243,2022-07-02,3.08,593
10016,10016,289,2022-02-28,34.92,3103
10017,10017,342,2023-04-13,39.75,3849
10018,10018,401,2022-10-27,32.35,3820
10019,10019,423,2023-02-19,19.52,2331
10020,10020,154,2023-11-30,31.9,1057
10021,10021,178,2023-10-17,43.68,643
10022,10022,149,2022-01-27,14.67,4602
10023,10023,27,2023-05-04,38.52,2147
10024,10024,213,2023-07-07,11.54,1538
10025,10025,39,2023-07-06,2.64,716
10026,10026,136,2022-09-02,32.35,2745
10027,10027,191,2022-10-31,23.93,4988
10028,10028,24,2023-08-14,9.57,2959
10029,10029,191,2023-05-26,9.0,797
10030,10030,392,2022-11-18,15.62,2384
10031,10031,467,2023-03-25,27.39,700
10032,10032,197,2022-11-01,12.12,320
10033,10033,376,2022-07-02,42.76,1174
10034,10034,406,2022-05-07,5.17,2292
10035,10035,443,2023-05-31,19.02,3837
10036,10036,272,2023-09-27,8.02,331
10037,10037,349,2022-09-14,28.62,2334
10038,10038,378,2022-07-30,3.0,4035
10039,10039,312,2023-01-21,4.97,3926
10040,10040,288,2023-11-06,17.59,4399
10041,10041,73,2022-03-11,37.8,1892
10042,10042,498,2023-05-31,34.1,1317
10043,10043,183,2022-09-28,13.08,231
10044,10044,352,2023-07-16,22.13,3068
10045,10045,486,2022-02-26,28.05,3274
10046,10046,23,2022-08-27,23.35,217
10047,10047,120,2022-10-14,41.86,1872
10048,10048,268,2023-07-14,44.56,1309
10049,10049,490,2022-02-02,46.65,3813
10050,10050,291,2023-10-16,17.25,1930
10051,10051,448,2023-07-10,23.63,4557
10052,10052,265,2022-09-09,31.31,2046
10053,10053,463,2023-02-15,32.88,2546
10054,10054,364,2022-08-11,43.69,1054
10055,10055,447,2022-02-23,47.25,3419
10056,10056,269,2023-03-21,41.65,2708
10057,10057,478,2023-09-02,35.41,4761
10058,10058,190,2023-06-29,45.25,2423
10059,10059,282,2023-03-06,37.22,1395
10060,10060,231,2022-01-19,6.4,1517
10061,10061,438,2022-04-03,30.91,3811
10062,10062,134,2022-09-02,39.42,1968
10063,10063,88,2023-02-25,16.37,1698
10064,10064,36,2022-04-24,2.15,240
10065,10065,475,2023-03-31,35.32,2513
10066,10066,9,2023-08-20,21.65,3854
10067,10067,336,2022-11-03,46.29,4568
10068,10068,473,2022-03-26,36.79,4838
10069,10069,439,2022-11-01,28.12,3007
10070,10070,10,2022-03-25,36.58,3559
10071,10071,79,2023-10-30,36.03,961
10072,10072,68,2022-11-14,36.59,2775
10073,10073,258,2022-04-24,16.27,3101
10074,10074,498,2023-01-24,46.1,3307
10075,10075,439,2023-02-04,12.67,605
10076,10076,93,2023-08-22,21.43,2196
10077,10077,375,2022-02-02,6.01,4991
10078,10078,261,2022-04-17,33.15,1496
10079,10079,435,2022-07-16,42.68,2072
10080,10080,359,2022-04-25,16.1,566
10081,10081,86,2023-09-20,34.5,703
10082,10082,348,2022-05-25,26.0,2162
10083,10083,225,2022-10-19,25.27,888
10084,10084,403,2022-11-21,33.57,3913
10085,10085,54,2023-09-06,29.72,1755
10086,10086,129,2023-07-13,34.38,2981
10087,10087,279,2023-10-04,29.31,2937
10088,10088,15,2023-01-11,35.16,1442
10089,10089,68,2022-01-14,24.83,3994
10090,10090,257,2022-07-31,38.91,340
10091,10091,448,2022-06-28,3.35,4045
10092,10092,299,2023-03-27,26.66,407
10093,10093,242,2022-06-14,38.94,3373
10094,10094,110,2022-03-05,47.72,2064
10095,10095,277,2022-12-16,27.32,746
10096,10096,482,2023-09-13,22.54,2993
10097,10097,370,2022-10-30,21.79,3472
10098,10098,438,2023-01-10,26.65,2909
10099,10099,6,2023-06-13,31.5,4403
10100,10100,479,2022-03-18,1.16,4478
10101,10101,462,2022-09-27,30.52,3615
10102,10102,183,2022-09-20,9.6,466
10103,10103,199,2023-02-24,43.97,481
10104,10104,302,2022-11-26,27.02,1733
10105,10105,443,2023-08-11,18.47,1874
10106,10106,101,2023-08-22,22.77,3791
10107,10107,177,2022-10-03,34.81,1640
10108,10108,5,2022-10-09,38.5,4142
10109,10109,9,2023-11-26,12.06,3111
10110,10110,48,2023-11-17,18.46,4334
10111,10111,231,2023-04-19,41.66,1181
10112,10112,370,2022-10-22,34.46,2824
10113,10113,492,2023-07-05,2.58,4349
10114,10114,89,2023-04-22,10.35,4901
10115,10115,119,2022-02-24,12.69,1589
10116,10116,193,2023-12-04,17.02,1232
10117,10117,266,2023-07-03,34.39,3997
10118,10118,235,2022-07-19,13.4,3445
10119,10119,363,2022-05-03,41.69,3805
10120,10120,453,2022-03-06,10.05,3540
10121,10121,359,2023-01-12,23.4,2545
10122,10122,385,2022-07-22,13.09,3100
10123,10123,388,2023-03-23,37.21,226
10124,10124,399,2023-09-05,18.76,2553
10125,10125,18,2022-11-18,20.2,1132
10126,10126,296,2022-07-24,11.12,3360
10127,10127,377,2023-05-18,3.31,2133
10128,10128,238,2022-04-08,5.68,4813
10129,10129,403,2022-07-21,21.72,4983
10130,10130,191,2022-07-23,11.8,1246
10131,10131,18,2023-07-12,1.56,2148
10132,10132,470,2022-03-06,43.25,2796
10133,10133,77,2023-01-24,36.93,1279
10134,10134,408,2022-03-28,11.92,709
10135,10135,254,2022-12-28,37.49,2925
10136,10136,382,2022-11-11,29.27,3113
10137,10137,454,2023-09-02,16.72,3770
10138,10138,166,2022-07-11,37.98,747
10139,10139,407,2023-03-23,5.33,4949
10140,10140,282,2022-07-01,7.0,4546
10141,10141,416,2022-07-06,24.99,1406
10142,10142,176,2022-09-10,20.09,1875
10143,10143,278,2022-07-02,16.48,4367
10144,10144,10,2022-02-21,44.13,2654
10145,10145,222,2022-06-29,45.21,2056
10146,10146,13,2023-09-10,8.88,2845
10147,10147,284,2022-06-08,46.05,1505
10148,10148,204,2023-11-17,40.61,772
10149,10149,116,2022-11-03,24.78,2371
10150,10150,46,2023-07-22,22.64,1816
10151,10151,336,2023-10-08,1.87,1106
10152,10152,263,2022-09-28,32.58,4284
10153,10153,419,2023-01-06,3.45,3830
10154,10154,72,2023-05-05,9.66,3331
10155,10155,407,2023-05-25,2.55,4322
10156,10156,381,2022-09-03,36.6,2932
10157,10157,44,2023-03-13,6.25,4521
10158,10158,279,2023-06-11,19.33,1612
10159,10159,417,2023-04-23,15.67,4391
10160,10160,47,2023-09-01,43.35,2771
10161,10161,116,2022-04-03,13.09,3900
10162,10162,355,2023-09-27,7.17,4014
10163,10163,491,2022-07-28,34.74,2553
10164,10164,162,2022-09-28,37.84,1466
10165,10165,172,2022-12-05,39.94,423
10166,10166,216,2022-12-24,25.23,4988
10167,10167,117,2022-06-04,29.26,3051
10168,10168,208,2022-08-13,39.96,3099
10169,10169,298,2022-10-19,4.72,3689
10170,10170,380,2022-07-19,36.94,4144
10171,10171,389,2022-12-11,41.99,1418
10172,10172,448,2022-06-28,30.37,3641
10173,10173,239,2022-07-26,35.84,3553
10174,10174,7,2022-04-08,32.18,1855
10175,10175,66,2022-07-26,46.77,4070
10176,10176,388,2023-09-01,19.01,2621
10177,10177,383,2023-08-25,34.98,1133
10178,10178,13,2022-11-17,26.65,503
10179,10179,314,2022-10-25,5.32,4787
10180,10180,311,2022-05-31,7.11,1019
10181,10181,93,2022-01-17,24.23,614
10182,10182,353,2023-08-13,7.94,4350
10183,10183,486,2022-05-13,29.15,775
10184,10184,383,2022-08-28,41.03,4975
10185,10185,117,2022-12-12,14.02,3113
10186,10186,496,2022-02-07,38.29,3860
10187,10187,459,2023-10-05,5.24,2105
10188,10188,284,2023-07-17,11.6,2670
10189,10189,199,2022-04-09,46.23,697
10190,10190,432,2022-07-13,27.61,1876
10191,10191,258,2022-08-07,2.56,1322
10192,10192,113,2023-10-12,33.92,2937
10193,10193,219,2023-11-24,18.56,244
10194,10194,302,2022-09-19,29.38,4141
10195,10195,166,2022-10-05,11.59,622
10196,10196,212,2022-04-02,16.02,4757
10197,10197,117,2023-01-15,41.68,1563
10198,10198,449,2022-07-06,39.13,3158
10199,10199,250,2023-11-22,19.03,1622
10200,10200,437,2022-12-18,24.89,1375
10201,10201,254,2022-04-13,38.32,1630
10202,10202,81,2022-01-26,32.77,240
10203,10203,194,2023-01-17,27.25,4468
10204,10204,40,2022-10-04,21.46,2698
10205,10205,120,2023-02-24,19.18,3084
10206,10206,297,2022-10-06,43.35,2385
10207,10207,271,2023-06-27,33.03,4961
10208,10208,301,2023-06-20,14.97,2419
10209,10209,192,2022-09-09,32.33,1074
10210,10210,355,2023-09-22,28.78,2005
10211,10211,401,2023-09-23,12.99,465
10212,10212,143,2022-12-08,11.06,2258
10213,10213,176,2022-03-14,34.09,4026
10214,10214,1,2023-11-02,4.31,3385
10215,10215,261,2022-12-07,6.9,4533
10216,10216,68,2023-10-28,5.74,3752
10217,10217,112,2023-01-04,27.97,4255
10218,10218,102,2023-08-07,36.93,2816
10219,10219,488,2023-06-30,23.46,3632
10220,10220,142,2022-07-25,15.17,3463
10221,10221,492,2022-05-31,20.51,3663
10222,10222,235,2023-01-27,2.9,4208
10223,10223,234,2022-11-10,20.49,305
10224,10224,32,2023-07-17,42.48,1982
10225,10225,42,2022-06-24,37.85,1580
10226,10226,157,2022-08-24,24.24,658
10227,10227,218,2023-11-01,47.88,767
10228,10228,372,2023-02-23,7.73,2236
10229,10229,69,2022-03-14,41.61,3156
10230,10230,210,2023-10-05,44.47,1944
10231,10231,116,2022-06-20,4.15,3836
10232,10232,328,2023-06-16,24.58,3368
10233,10233,221,2022-08-27,44.28,1222
10234,10234,183,2022-12-18,37.68,2491
10235,10235,60,2023-08-12,44.61,4607
10236,10236,283,2023-01-17,1.82,4978
10237,10237,385,2022-06-05,2.53,1176
10238,10238,208,2023-02-02,34.52,2004
10239,10239,308,2022-07-10,30.36,1801
10240,10240,233,2022-12-12,21.46,4431
10241,10241,7,2022-03-28,46.95,4092
10242,10242,470,2023-05-13,12.57,2040
10243,10243,9,2023-01-24,31.95,2747
10244,10244,359,2022-10-18,39.85,1906
10245,10245,450,2022-03-05,23.67,4369
10246,10246,292,2023-10-03,43.69,3994
10247,10247,93,2022-04-24,45.53,1300
10248,10248,21,2022-12-07,41.89,3570
10249,10249,265,2023-10-11,40.94,2156
10250,10250,474,2023-11-05,20.16,3088
10251,10251,362,2023-06-13,15.05,3943
10252,10252,360,2022-05-06,19.4,3438
10253,10253,108,2022-07-26,17.99,661
10254,10254,245,2023-03-18,14.71,4429
10255,10255,38,2022-05-03,19.51,4025
10256,10256,80,2022-08-05,34.93,3380
10257,10257,211,2023-05-30,29.01,4564
10258,10258,333,2022-01-21,14.54,4352
10259,10259,436,2022-07-14,45.32,3573
10260,10260,492,2022-10-31,45.03,615
10261,10261,176,2023-08-29,15.29,4868
10262,10262,419,2023-11-19,46.97,1395
10263,10263,397,2022-12-20,15.45,708
10264,10264,269,2023-03-14,42.2,3117
10265,10265,444,2022-03-17,18.01,1440
10266,10266,61,2023-01-19,18.23,1640
10267,10267,214,2022-10-08,41.9,4176
10268,10268,200,2023-05-22,38.29,1424
10269,10269,336,2023-11-19,41.23,2700
10270,10270,157,2023-07-13,27.56,418
10271,10271,312,2022-04-29,16.07,409
10272,10272,59,2023-08-03,16.07,914
10273,10273,469,2022-10-29,27.87,1012
10274,10274,419,2023-06-27,23.12,3190
10275,10275,162,2022-12-03,2.53,2836
10276,10276,300,2023-11-15,18.84,3121
10277,10277,37,2023-10-10,46.39,2919
10278,10278,261,2022-04-27,8.59,4367
10279,10279,280,2023-01-10,38.8,1326
10280,10280,37,2022-12-21,15.44,570
10281,10281,259,2022-03-30,12.95,1229
10282,10282,308,2022-05-15,1.24,853
10283,10283,10,2022-08-17,36.8,4355
10284,10284,471,2022-07-17,26.62,4547
10285,10285,403,2023-04-04,12.26,460
10286,10286,313,2023-07-27,7.25,3787
10287,10287,150,2022-05-10,2.26,3956
10288,10288,50,2022-12-24,30.26,4428
10289,10289,56,2023-06-02,22.63,1744
10290,10290,387,2023-03-12,46.55,1064
10291,10291,122,2023-07-05,13.53,2399
10292,10292,141,2022-09-28,16.08,1893
10293,10293,67,2023-11-19,24.11,3502
10294,10294,110,2023-01-14,43.3,4484
10295,10295,265,2022-10-08,27.58,4480
10296,10296,170,2023-06-29,16.11,3073
10297,10297,163,2022-03-29,11.69,3216
10298,10298,7,2023-02-06,34.61,2241
10299,10299,41,2022-09-16,14.39,1753
10300,10300,221,2023-06-02,40.37,773
10301,10301,97,2022-03-19,40.69,2318
10302,10302,251,2023-02-11,28.92,443
10303,10303,333,2023-01-23,4.85,784
10304,10304,408,2022-11-03,11.61,1911
10305,10305,105,2022-03-08,13.95,240
10306,10306,429,2022-09-05,3.83,213
10307,10307,495,2022-08-20,36.73,616
10308,10308,9,2023-07-27,26.35,2792
10309,10309,441,2022-11-23,21.53,3081
10310,10310,272,2023-01-23,10.56,1203
10311,10311,180,2022-03-11,19.25,2463
10312,10312,470,2023-10-30,2.54,1566
10313,10313,478,2022-01-06,41.85,2761
10314,10314,71,2022-07-17,40.28,2793
10315,10315,411,2022-06-02,38.93,1564
10316,10316,364,2023-07-24,24.46,3703
10317,10317,39,2022-12-07,6.0,3428
10318,10318,213,2023-11-11,10.36,459
10319,10319,181,2022-10-21,19.82,1735
10320,10320,85,2023-07-29,42.47,2231
10321,10321,165,2022-02-08,34.06,1814
10322,10322,122,2022-02-07,13.86,3408
10323,10323,364,2023-05-26,10.12,4918
10324,10324,377,2022-09-05,24.61,1147
10325,10325,159,2023-08-21,27.54,3259
10326,10326,402,2023-03-27,28.47,608
10327,10327,169,2023-01-24,1.86,2317
10328,10328,84,2023-05-19,5.74,856
10329,10329,499,2023-10-15,5.93,3207
10330,10330,45,2023-09-08,40.53,4639
10331,10331,256,2022-01-30,22.84,3124
10332,10332,2,2022-03-10,37.39,1640
10333,10333,359,2022-02-28,20.68,408
10334,10334,360,2023-07-17,6.68,2229
10335,10335,68,2022-03-29,12.82,4194
10336,10336,493,2022-07-05,40.43,3151
10337,10337,486,2023-09-10,12.43,4385
10338,10338,341,2023-03-10,22.18,2876
10339,10339,331,2023-04-20,46.14,4714
10340,10340,152,2023-10-18,9.45,4714
10341,10341,332,2022-07-20,5.19,2818
10342,10342,161,2023-03-26,23.82,2450
10343,10343,9,2022-01-31,4.26,1894
10344,10344,215,2022-07-07,13.04,2520
10345,10345,5,2023-11-28,15.56,3367
10346,10346,215,2023-09-01,42.58,3841
10347,10347,409,2022-11-07,22.83,4157
10348,10348,23,2022-11-05,33.73,2929
10349,10349,154,2023-08-31,8.32,1702
10350,10350,289,2022-09-02,26.1,827
10351,10351,376,2023-07-30,9.0,4246
10352,10352,157,2023-11-27,34.32,4513
10353,10353,50,2023-06-20,5.99,503
10354,10354,418,2022-07-03,46.01,2097
10355,10355,35,2023-12-04,12.93,1079
10356,10356,150,2022-06-05,30.55,1720
10357,10357,225,2022-03-05,19.69,3268
10358,10358,326,2023-01-09,40.04,3713
10359,10359,298,2023-08-26,17.57,2964
10360,10360,55,2023-08-02,32.7,4698
10361,10361,177,2022-03-15,18.35,1660
10362,10362,160,2023-04-02,20.06,503
10363,10363,117,2023-10-16,47.25,3200
10364,10364,332,2022-02-26,2.47,2831
10365,10365,334,2023-10-07,2.11,3761
10366,10366,133,2023-04-20,10.12,3582
10367,10367,78,2023-03-30,16.9,316
10368,10368,143,2023-10-01,38.6,1547
10369,10369,289,2023-03-23,18.72,1575
10370,10370,378,2022-06-07,41.38,1147
10371,10371,234,2023-11-10,15.61,1834
10372,10372,35,2023-03-03,26.44,2888
10373,10373,363,2023-11-17,44.66,4817
10374,10374,320,2023-02-10,34.54,4689
10375,10375,24,2023-04-17,19.53,935
10376,10376,97,2022-07-30,13.83,2319
10377,10377,280,2022-09-20,3.5,1157
10378,10378,250,2022-07-21,14.36,3418
10379,10379,479,2023-11-27,8.4,340
10380,10380,226,2022-12-03,40.03,845
10381,10381,101,2022-08-27,33.64,2736
10382,10382,38,2023-08-15,43.49,3941
10383,10383,440,2022-09-24,13.24,1945
10384,10384,43,2022-04-03,28.68,1966
10385,10385,399,2022-06-19,31.16,3901
10386,10386,104,2022-01-27,20.26,1179
10387,10387,461,2022-07-09,23.99,577
10388,10388,269,2023-03-22,44.46,4752
10389,10389,218,2022-08-27,23.48,1108
10390,10390,386,2022-05-29,18.59,1138
10391,10391,198,2022-06-27,32.83,3098
10392,10392,96,2022-10-11,5.75,2390
10393,10393,277,2022-12-08,36.61,1794
10394,10394,34,2022-08-11,24.16,2083
10395,10395,42,2023-11-27,12.9,1955
10396,10396,356,2023-09-11,45.05,2954
10397,10397,224,2022-03-11,1.54,2965
10398,10398,394,2023-04-21,35.56,3949
10399,10399,139,2022-08-28,30.17,2784
10400,10400,283,2023-09-18,35.74,1239
10401,10401,227,2023-06-17,23.62,4726
10402,10402,21,2023-05-15,27.62,2989
10403,10403,32,2023-10-29,46.01,3024
10404,10404,397,2023-06-10,39.65,373
10405,10405,416,2022-11-19,24.2,2432
10406,10406,27,2023-06-04,12.45,4072
10407,10407,159,2023-07-13,44.13,4191
10408,10408,126,2023-02-14,5.67,4574
10409,10409,16,2022-02-11,23.8,4804
10410,10410,385,2023-09-15,14.99,4065
10411,10411,145,2023-08-24,46.11,3645
10412,10412,415,2023-02-24,31.83,2195
10413,10413,429,2022-05-04,36.48,2418
10414,10414,315,2022-07-21,27.16,1659
10415,10415,322,2022-03-23,25.28,4757
10416,10416,493,2022-03-15,17.02,978
10417,10417,151,2023-09-28,20.55,4935
10418,10418,101,2022-12-03,18.68,552
10419,10419,149,2022-06-22,44.94,1890
10420,10420,138,2023-06-22,14.82,1584
10421,10421,400,2023-04-09,6.73,1135
10422,10422,482,2022-02-14,6.22,2093
10423,10423,323,2022-01-20,6.17,2021
10424,10424,168,2023-10-25,28.5,2149
10425,10425,241,2022-09-05,38.1,3840
10426,10426,203,2023-10-08,24.29,2956
10427,10427,70,2022-11-16,47.23,1106
10428,10428,362,2023-01-18,39.82,3563
10429,10429,216,2022-11-16,18.2,3173
10430,10430,421,2023-08-19,37.45,314
10431,10431,444,2023-07-20,45.09,824
10432,10432,384,2023-01-08,14.78,4492
10433,10433,107,2023-05-19,19.85,2483
10434,10434,351,2022-07-09,10.93,4161
10435,10435,157,2022-05-17,36.9,2211
10436,10436,401,2022-05-27,38.09,999
10437,10437,141,2022-05-13,22.88,3939
10438,10438,455,2023-07-20,15.08,1271
10439,10439,491,2023-01-31,46.21,1618
10440,10440,43,2023-03-10,15.94,4583
10441,10441,132,2023-09-04,15.23,2269
10442,10442,86,2023-05-21,40.19,2784
10443,10443,67,2023-01-14,41.08,3811
10444,10444,48,2022-07-13,18.54,533
10445,10445,55,2023-01-04,22.7,1406
10446,10446,171,2022-04-26,8.26,4708
10447,10447,236,2022-03-24,17.82,2257
10448,10448,225,2022-10-09,40.84,1783
10449,10449,396,2023-05-03,26.63,4754
10450,10450,27,2022-10-10,46.07,813
10451,10451,375,2023-02-18,6.72,1395
10452,10452,374,2022-09-16,35.24,663
10453,10453,226,2022-03-08,9.46,1556
10454,10454,350,2022-01-17,46.54,1033
10455,10455,366,2022-01-21,17.58,724
10456,10456,274,2023-03-12,45.85,4001
10457,10457,56,2023-11-05,12.43,3095
10458,10458,313,2022-08-31,32.45,4603
10459,10459,155,2022-01-29,32.35,487
10460,10460,245,2022-09-08,8.74,2750
10461,10461,352,2023-05-23,21.01,728
10462,10462,469,2023-01-20,33.3,3757
10463,10463,160,2022-06-23,17.24,2975
10464,10464,432,2023-08-04,8.86,2296
10465,10465,337,2022-05-06,22.68,1672
10466,10466,426,2023-07-15,30.06,4429
10467,10467,190,2023-06-15,27.92,3312
10468,10468,437,2022-07-17,21.1,4326
10469,10469,207,2023-10-02,8.5,2566
10470,10470,305,2022-08-23,46.6,1476
10471,10471,299,2023-01-30,3.4,3880
10472,10472,2,2022-09-18,31.43,2549
10473,10473,272,2022-12-06,22.38,2996
10474,10474,127,2022-09-29,19.01,4130
10475,10475,333,2023-05-21,12.94,3192
10476,10476,471,2022-05-29,8.44,2380
10477,10477,159,2023-07-24,42.63,3396
10478,10478,223,2022-06-16,32.27,4670
10479,10479,408,2022-10-06,27.59,3445
10480,10480,460,2023-01-21,44.74,2559
10481,10481,289,2023-09-15,47.28,2323
10482,10482,174,2022-02-28,5.69,4030
10483,10483,276,2022-09-24,41.9,3874
10484,10484,226,2022-02-17,5.91,4030
10485,10485,360,2023-05-26,42.83,4187
10486,10486,462,2023-11-30,39.31,1647
10487,10487,255,2022-05-22,4.25,3494
10488,10488,49,2022-07-03,45.83,2874
10489,10489,227,2023-07-30,32.8,303
10490,10490,24,2023-08-02,43.68,2455
10491,10491,266,2022-03-04,41.12,2710
10492,10492,177,2022-07-07,38.11,677
10493,10493,76,2022-04-26,35.8,2167
10494,10494,111,2022-02-09,23.36,3665
10495,10495,463,2022-12-19,15.43,3999
10496,10496,398,2022-11-10,39.72,3870
10497,10497,126,2023-04-16,41.47,535
10498,10498,475,2023-04-19,29.81,3653
10499,10499,181,2023-08-12,43.77,4930
10500,10500,310,2023-01-05,31.47,831
10501,10501,398,2022-01-20,44.21,2349
10502,10502,300,2022-07-02,27.47,1005
10503,10503,9,2022-06-24,18.96,969
10504,10504,455,2022-05-27,12.29,4172
10505,10505,492,2022-11-26,14.4,1360
10506,10506,414,2023-12-04,47.9,2780
10507,10507,479,2023-03-06,9.01,4727
10508,10508,444,2022-08-16,12.64,4052
10509,10509,26,2022-01-12,14.67,3347
10510,10510,133,2022-10-18,1.56,2301
10511,10511,256,2023-09-09,16.14,4668
10512,10512,156,2023-02-26,42.97,929
10513,10513,335,2023-08-20,11.6,3547
10514,10514,175,2022-06-15,30.0,1845
10515,10515,106,2022-02-20,40.11,3718
10516,10516,497,2022-04-25,22.5,1538
10517,10517,49,2023-07-11,27.9,1732
10518,10518,68,2023-04-18,15.8,1707
10519,10519,141,2022-05-22,32.22,4809
10520,10520,395,2023-01-04,34.32,2313
10521,10521,430,2022-08-07,11.09,1113
10522,10522,114,2023-05-17,24.76,4192
10523,10523,104,2023-01-14,32.84,1767
10524,10524,112,2022-09-24,9.11,2326
10525,10525,103,2022-04-13,33.77,4781
10526,10526,186,2023-04-05,17.88,847
10527,10527,270,2023-06-16,43.06,2301
10528,10528,384,2022-03-10,8.2,205
10529,10529,195,2022-07-26,11.98,2096
10530,10530,156,2023-03-29,30.76,2656
10531,10531,118,2022-04-14,46.92,4934
10532,10532,10,2023-05-28,17.8,2945
10533,10533,67,2022-02-21,10.73,2977
10534,10534,87,2023-06-17,9.49,1137
10535,10535,294,2023-08-20,16.77,4318
10536,10536,459,2023-08-18,31.96,2070
10537,10537,191,2023-04-07,7.8,1881
10538,10538,348,2023-09-30,33.95,4794
10539,10539,410,2023-03-12,4.89,855
