workorder_id,asset_id,open_date,maintenance_type,priority
9365,346,2022-01-26,Preventive,Low
9366,47,2022-06-20,Inspection,Medium
9367,307,2023-01-30,Preventive,Low
9368,92,2023-11-12,Corrective,Low
9369,264,2022-01-17,Inspection,Low
9370,314,2023-07-02,Corrective,Low
9371,159,2023-08-13,Corrective,High
9372,388,2022-07-09,Corrective,Low
9373,432,2022-11-25,Corrective,Low
9374,439,2022-04-08,Corrective,Medium
9375,264,2023-08-24,Inspection,Low
9376,350,2023-08-28,Preventive,Low
9377,7,2023-04-22,Corrective,High
9378,36,2022-09-03,Corrective,Low
9379,171,2023-10-01,Preventive,High
9380,410,2022-09-14,Corrective,Medium
9381,287,2022-03-02,Preventive,Low
9382,61,2023-04-11,Corrective,High
9383,245,2023-05-17,Inspection,Medium
9384,3,2022-11-07,Corrective,High
9385,269,2023-03-09,Corrective,Low
9386,226,2022-09-12,Preventive,High
9387,241,2023-07-26,Corrective,Medium
9388,186,2022-10-06,Inspection,High
9389,423,2023-10-15,Inspection,High
9390,294,2022-12-24,Preventive,Low
9391,432,2022-07-21,Corrective,Medium
9392,454,2022-07-13,Inspection,High
9393,1,2022-04-20,Preventive,Low
9394,401,2022-10-16,Preventive,High
9395,37,2022-06-26,Preventive,High
9396,396,2023-09-09,Corrective,Medium
9397,157,2022-01-20,Corrective,Low
9398,14,2023-10-18,Preventive,Low
9399,499,2022-08-03,Corrective,Low
9400,353,2022-03-25,Corrective,Medium
9401,128,2023-02-02,Corrective,High
9402,427,2023-08-24,Inspection,Low
9403,49,2023-03-17,Preventive,Medium
9404,201,2023-02-15,Corrective,Low
9405,340,2023-08-19,Inspection,High
9406,429,2022-02-07,Preventive,High
9407,153,2023-07-26,Preventive,High
9408,188,2022-06-05,Corrective,High
9409,279,2022-08-24,Inspection,High
9410,234,2022-01-22,Corrective,Low
9411,272,2023-08-26,Preventive,Medium
9412,208,2023-06-23,Inspection,Low
9413,266,2022-12-25,Corrective,Medium
9414,309,2023-07-08,Corrective,Low
9415,303,2023-10-29,Inspection,High
9416,411,2023-04-28,Preventive,High
9417,331,2023-08-27,Inspection,High
9418,498,2022-01-24,Preventive,Low
9419,409,2022-03-28,Corrective,Medium
9420,229,2022-10-16,Corrective,Medium
9421,341,2023-03-13,Corrective,Medium
9422,139,2023-05-18,Preventive,Low
9423,189,2022-11-10,Corrective,Medium
9424,346,2023-11-25,Preventive,High
9425,207,2022-11-01,Preventive,Medium
9426,200,2023-06-03,Preventive,High
9427,391,2023-06-30,Preventive,Low
9428,235,2022-08-08,Inspection,High
9429,449,2022-05-25,Preventive,High
9430,365,2023-09-05,Preventive,Medium
9431,479,2023-10-20,Inspection,Low
9432,390,2023-02-26,Preventive,Medium
9433,204,2023-09-14,Corrective,High
9434,168,2022-05-06,Preventive,High
9435,104,2023-03-15,Corrective,High
9436,68,2023-04-27,Corrective,High
9437,54,2023-08-27,Inspection,Medium
9438,66,2023-03-09,Preventive,Low
9439,93,2022-05-20,Corrective,Low
9440,443,2023-01-21,Preventive,Low
9441,395,2023-06-30,Corrective,Low
9442,346,2022-01-02,Preventive,Medium
9443,192,2023-04-18,Inspection,High
9444,44,2023-11-22,Inspection,Medium
9445,16,2022-07-12,Corrective,High
9446,350,2023-08-17,Corrective,Medium
9447,376,2022-07-24,Inspection,Low
9448,134,2023-01-09,Preventive,Low
9449,73,2023-04-11,Corrective,Medium
9450,186,2023-04-14,Corrective,Low
9451,106,2022-08-29,Inspection,High
9452,435,2022-07-27,Preventive,Medium
9453,419,2022-09-26,Corrective,High
9454,418,2023-01-06,Preventive,Medium
9455,229,2023-04-17,Preventive,Medium
9456,405,2023-03-20,Preventive,Medium
9457,153,2022-02-19,Inspection,High
9458,380,2023-07-20,Corrective,Low
9459,44,2023-08-20,Preventive,Medium
9460,467,2023-08-18,Preventive,Low
9461,322,2023-05-04,Preventive,Medium
9462,434,2022-11-24,Preventive,High
9463,216,2022-07-20,Corrective,High
9464,381,2023-01-19,Inspection,High
9465,438,2022-09-30,Inspection,Medium
9466,175,2022-01-24,Corrective,Medium
9467,179,2023-06-25,Corrective,High
9468,129,2023-08-01,Inspection,Medium
9469,494,2023-07-13,Corrective,Low
9470,363,2022-07-23,Inspection,Low
9471,486,2022-09-16,Corrective,Medium
9472,80,2023-06-17,Preventive,Medium
9473,399,2023-07-07,Corrective,High
9474,350,2022-07-22,Preventive,Low
9475,236,2022-02-27,Preventive,Low
9476,121,2023-11-12,Preventive,High
9477,65,2023-07-26,Preventive,Low
9478,277,2022-03-10,Preventive,Low
9479,43,2022-12-07,Corrective,Low
9480,178,2023-02-22,Inspection,High
9481,78,2022-03-02,Corrective,Medium
9482,201,2023-05-03,Inspection,Medium
9483,353,2022-04-08,Inspection,Low
9484,282,2022-11-29,Preventive,Low
9485,14,2023-01-27,Preventive,High
9486,56,2022-12-02,Preventive,Low
9487,156,2022-08-16,Corrective,Low
9488,260,2023-01-28,Corrective,Medium
9489,254,2022-07-04,Inspection,High
9490,47,2022-05-15,Preventive,Low
9491,410,2022-06-15,Preventive,Low
9492,75,2022-10-01,Inspection,Medium
9493,40,2022-05-27,Inspection,Low
9494,122,2023-01-29,Inspection,High
9495,121,2022-03-16,Inspection,Low
9496,304,2022-05-29,Inspection,Medium
9497,161,2022-04-16,Corrective,Low
9498,95,2022-12-06,Inspection,Low
9499,413,2023-09-06,Preventive,Medium
9500,16,2022-06-30,Preventive,High
9501,485,2022-09-04,Preventive,High
9502,62,2023-08-15,Preventive,High
9503,349,2022-09-26,Corrective,Low
9504,421,2023-11-18,Preventive,Medium
9505,265,2023-03-31,Corrective,Medium
9506,476,2023-07-19,Inspection,High
9507,198,2023-09-22,Preventive,High
9508,450,2022-08-13,Inspection,High
9509,327,2023-01-17,Corrective,Medium
9510,200,2023-03-24,Preventive,High
9511,400,2022-03-26,Corrective,Low
9512,399,2023-06-26,Preventive,High
9513,217,2023-06-03,Inspection,Low
9514,214,2022-06-30,Corrective,High
9515,2,2022-10-07,Inspection,Low
9516,16,2023-10-24,Corrective,Low
9517,239,2023-10-30,Preventive,Low
9518,199,2023-10-28,Inspection,Medium
9519,298,2022-01-14,Corrective,Medium
9520,369,2023-09-23,Corrective,Low
9521,356,2023-02-04,Inspection,High
9522,442,2022-08-11,Inspection,High
9523,52,2023-07-02,Preventive,Medium
9524,481,2023-04-21,Preventive,High
9525,155,2022-09-27,Corrective,High
9526,128,2023-06-18,Corrective,Medium
9527,277,2023-08-10,Corrective,High
9528,370,2023-09-13,Inspection,Low
9529,251,2022-07-21,Preventive,Medium
9530,418,2022-02-27,Inspection,Low
9531,20,2022-01-22,Inspection,High
9532,355,2022-04-18,Corrective,Low
9533,287,2023-09-12,Corrective,Medium
9534,457,2022-01-14,Preventive,Medium
9535,277,2022-01-15,Corrective,High
9536,255,2022-08-25,Preventive,High
9537,186,2023-09-07,Preventive,High
9538,425,2023-02-26,Inspection,High
9539,403,2022-11-27,Preventive,High
9540,53,2023-07-22,Preventive,High
9541,336,2023-05-05,Inspection,Low
9542,461,2023-05-29,Corrective,High
9543,329,2023-07-24,Inspection,Low
9544,311,2022-12-22,Corrective,Low
9545,176,2023-03-13,Corrective,Low
9546,309,2023-02-07,Inspection,Medium
9547,24,2023-04-16,Inspection,High
9548,224,2022-01-02,Corrective,Low
9549,241,2023-07-23,Corrective,Low
9550,449,2023-10-11,Inspection,Low
9551,112,2022-07-24,Corrective,High
9552,157,2022-05-11,Corrective,Medium
9553,313,2022-02-19,Inspection,Medium
9554,77,2023-01-26,Preventive,Medium
9555,203,2022-12-30,Preventive,Low
9556,83,2022-03-06,Inspection,Low
9557,279,2023-07-09,Corrective,Low
9558,379,2022-09-01,Preventive,High
9559,480,2022-05-12,Inspection,Low
9560,120,2022-09-07,Inspection,High
9561,139,2022-10-15,Inspection,Medium
9562,181,2023-08-09,Preventive,High
9563,147,2023-11-06,Preventive,Medium
9564,261,2022-03-30,Inspection,Low
9565,152,2023-05-19,Inspection,High
9566,303,2023-08-27,Inspection,Low
9567,146,2022-09-03,Corrective,High
9568,179,2023-10-17,Corrective,High
9569,85,2022-07-25,Corrective,Medium
9570,13,2022-08-15,Inspection,Low
9571,165,2022-11-08,Preventive,Low
9572,499,2023-07-08,Preventive,Low
9573,450,2022-09-24,Corrective,Low
9574,64,2022-11-14,Inspection,Medium
9575,485,2022-07-09,Inspection,Low
9576,352,2022-10-19,Corrective,Medium
9577,101,2023-09-18,Corrective,Medium
9578,261,2022-02-24,Inspection,Low
9579,399,2023-10-18,Corrective,Medium
9580,375,2022-11-12,Inspection,Low
9581,280,2023-11-28,Preventive,Medium
9582,401,2022-06-27,Corrective,High
9583,403,2023-09-28,Inspection,Low
9584,24,2023-10-03,Corrective,High
9585,210,2023-07-29,Corrective,Medium
9586,476,2022-01-17,Preventive,Low
9587,392,2022-12-17,Corrective,Medium
9588,358,2022-03-16,Preventive,High
9589,495,2023-07-30,Inspection,High
9590,228,2023-03-22,Corrective,Medium
9591,253,2022-01-13,Inspection,Low
9592,482,2023-09-03,Preventive,Medium
9593,68,2023-09-09,Preventive,High
9594,225,2023-10-22,Inspection,Low
9595,282,2022-08-07,Inspection,High
9596,40,2023-01-28,Preventive,Medium
9597,412,2023-07-16,Inspection,High
9598,407,2022-11-12,Preventive,High
9599,174,2022-03-05,Preventive,Medium
9600,329,2023-08-15,Preventive,Low
9601,365,2023-03-23,Preventive,Low
9602,156,2022-12-19,Inspection,High
9603,45,2022-01-05,Preventive,Medium
9604,264,2022-03-14,Inspection,Low
9605,222,2022-07-30,Inspection,High
9606,123,2022-03-10,Inspection,Low
9607,296,2022-07-30,Corrective,Low
9608,443,2023-01-03,Preventive,Low
9609,340,2022-11-10,Preventive,Medium
9610,362,2022-06-20,Preventive,Medium
9611,168,2023-05-01,Preventive,Low
9612,499,2022-02-13,Inspection,Low
9613,474,2022-12-19,Corrective,High
9614,445,2022-03-09,Preventive,Low
9615,281,2023-05-28,Preventive,Low
9616,297,2022-09-01,Inspection,Medium
9617,46,2023-02-25,Corrective,Medium
9618,131,2022-02-11,Preventive,Low
9619,260,2023-11-11,Inspection,Low
9620,82,2023-03-29,Inspection,Medium
9621,24,2023-04-30,Preventive,Medium
9622,320,2023-03-16,Corrective,High
9623,294,2022-08-08,Preventive,High
9624,63,2022-04-17,Corrective,Low
9625,293,2022-11-06,Corrective,Low
9626,250,2023-10-04,Inspection,Medium
9627,211,2023-05-11,Corrective,Medium
9628,223,2023-11-22,Preventive,Low
9629,40,2023-11-07,Preventive,Low
9630,380,2023-05-01,Inspection,Low
9631,36,2023-05-14,Inspection,Low
9632,251,2022-11-09,Inspection,High
9633,312,2022-06-13,Preventive,Medium
9634,295,2023-08-08,Inspection,Medium
9635,409,2022-07-18,Preventive,Medium
9636,456,2023-02-01,Preventive,Low
9637,285,2022-06-06,Inspection,Low
9638,366,2023-09-13,Inspection,High
9639,343,2022-05-10,Inspection,High
9640,16,2022-10-02,Inspection,Low
9641,162,2022-09-28,Inspection,Low
9642,307,2022-07-24,Preventive,Medium
9643,425,2023-04-04,Corrective,High
9644,304,2022-02-14,Corrective,Medium
9645,2,2022-06-22,Preventive,High
9646,391,2023-02-06,Inspection,High
9647,173,2022-12-03,Corrective,Low
9648,12,2022-07-10,Corrective,Low
9649,85,2023-04-10,Inspection,High
9650,449,2023-02-12,Corrective,Low
9651,279,2022-05-12,Inspection,High
9652,490,2022-06-22,Inspection,High
9653,346,2022-03-13,Preventive,Low
9654,442,2023-07-05,Corrective,High
9655,424,2022-07-05,Preventive,Medium
9656,275,2022-09-07,Inspection,Low
9657,80,2022-11-29,Preventive,Low
9658,190,2023-09-12,Inspection,High
9659,66,2023-07-14,Inspection,Medium
9660,409,2023-05-21,Inspection,Low
9661,245,2022-07-10,Corrective,Low
9662,338,2023-09-09,Inspection,High
9663,122,2023-09-29,Inspection,Medium
9664,472,2022-05-11,Preventive,High
9665,30,2023-07-28,Inspection,High
9666,376,2023-02-20,Corrective,High
9667,221,2023-09-09,Corrective,Medium
9668,53,2023-08-29,Inspection,High
9669,55,2022-11-01,Preventive,High
9670,81,2023-05-16,Corrective,Low
9671,320,2023-11-19,Inspection,Low
9672,311,2023-01-08,Preventive,Medium
9673,103,2023-04-08,Inspection,High
9674,441,2022-10-26,Inspection,Medium
9675,445,2022-01-23,Preventive,Medium
9676,94,2023-04-05,Inspection,High
9677,419,2023-09-29,Corrective,Medium
9678,52,2022-03-03,Corrective,Low
9679,65,2022-07-21,Preventive,High
9680,121,2023-06-13,Inspection,Low
9681,293,2023-02-08,Inspection,Medium
9682,437,2023-05-14,Preventive,Medium
9683,162,2023-07-31,Preventive,Low
9684,419,2022-10-09,Corrective,High
9685,432,2022-06-09,Corrective,Medium
9686,168,2022-03-13,Preventive,Medium
9687,258,2022-11-21,Inspection,High
9688,190,2022-02-17,Inspection,Low
9689,85,2022-07-05,Corrective,Medium
9690,269,2023-09-11,Preventive,Low
9691,127,2022-07-04,Inspection,High
9692,398,2023-02-20,Preventive,Low
9693,321,2022-12-22,Corrective,High
9694,259,2023-02-18,Inspection,Low
9695,209,2023-02-06,Preventive,High
9696,153,2022-03-06,Corrective,High
9697,372,2023-10-25,Preventive,Low
9698,309,2023-08-05,Corrective,Low
9699,482,2023-10-03,Corrective,Low
9700,162,2022-10-27,Inspection,Medium
9701,31,2023-06-26,Corrective,Medium
9702,19,2022-05-23,Corrective,Medium
9703,34,2022-06-21,Preventive,Low
9704,275,2023-06-28,Corrective,High
9705,411,2022-02-25,Inspection,High
9706,242,2023-01-15,Corrective,Medium
9707,321,2022-09-12,Corrective,High
9708,35,2023-10-16,Inspection,Low
9709,341,2022-05-21,Preventive,Low
9710,417,2023-10-22,Corrective,Low
9711,85,2023-09-02,Corrective,High
9712,114,2023-11-26,Inspection,Low
9713,345,2023-09-02,Corrective,High
9714,366,2023-10-20,Preventive,Low
9715,333,2023-10-15,Corrective,Low
9716,332,2023-10-15,Inspection,High
9717,204,2023-04-02,Corrective,High
9718,399,2023-07-22,Inspection,Medium
9719,316,2022-07-08,Preventive,Low
9720,144,2022-01-08,Inspection,High
9721,62,2022-11-21,Preventive,Low
9722,375,2022-10-03,Corrective,Medium
9723,331,2023-09-08,Corrective,Medium
9724,52,2022-02-07,Inspection,Medium
9725,187,2023-05-24,Corrective,Low
9726,104,2022-02-01,Inspection,Low
9727,108,2022-04-14,Corrective,Low
9728,415,2022-04-18,Corrective,Low
9729,138,2023-01-22,Inspection,High
9730,102,2022-12-10,Inspection,Low
9731,116,2023-07-08,Preventive,High
9732,105,2023-06-16,Preventive,High
9733,90,2023-02-02,Inspection,High
9734,84,2023-10-07,Corrective,High
9735,358,2023-04-29,Preventive,Low
9736,441,2023-08-29,Corrective,High
9737,104,2023-03-14,Corrective,High
9738,350,2022-03-23,Corrective,Low
9739,218,2023-01-15,Preventive,Medium
9740,58,2022-06-22,Preventive,Low
9741,233,2023-08-13,Preventive,Low
9742,497,2022-07-12,Preventive,Low
9743,229,2023-01-23,Preventive,High
9744,295,2022-01-20,Inspection,High
9745,5,2022-01-22,Corrective,Low
9746,29,2022-06-10,Preventive,Medium
9747,50,2022-11-06,Corrective,Medium
9748,292,2023-10-31,Inspection,Medium
9749,58,2022-06-21,Inspection,Low
9750,41,2022-01-03,Corrective,High
9751,46,2022-01-06,Inspection,Low
9752,235,2022-01-19,Preventive,High
9753,409,2022-01-17,Preventive,Low
9754,239,2023-10-17,Preventive,Low
9755,163,2023-01-25,Inspection,Medium
9756,409,2022-09-29,Corrective,High
9757,187,2022-09-29,Corrective,Low
9758,176,2023-05-23,Preventive,High
9759,301,2022-11-21,Corrective,High
9760,500,2023-05-19,Inspection,Medium
9761,272,2022-07-23,Inspection,Low
9762,5,2022-07-25,Preventive,High
9763,215,2022-03-26,Preventive,High
9764,180,2022-09-28,Corrective,High
9765,183,2022-02-18,Corrective,High
9766,54,2023-04-29,Corrective,High
9767,250,2022-07-24,Inspection,Low
9768,145,2022-10-11,Inspection,High
9769,176,2022-01-25,Inspection,High
9770,101,2023-11-19,Preventive,Low
9771,264,2022-02-09,Inspection,High
9772,121,2023-09-12,Corrective,Low
9773,444,2023-05-14,Corrective,Medium
9774,408,2022-05-15,Corrective,Medium
9775,70,2023-04-30,Inspection,High
9776,222,2022-02-23,Preventive,Medium
9777,443,2023-04-16,Corrective,High
9778,372,2022-10-31,Corrective,Low
9779,443,2023-08-14,Preventive,Medium
9780,257,2022-08-28,Preventive,High
9781,251,2023-11-10,Preventive,Medium
9782,469,2023-09-13,Corrective,Medium
9783,295,2023-05-26,Inspection,Low
9784,338,2022-08-06,Preventive,Medium
9785,480,2022-08-13,Preventive,Medium
9786,268,2022-01-30,Corrective,Medium
9787,174,2022-06-01,Preventive,High
9788,46,2022-03-04,Inspection,Medium
9789,238,2022-05-01,Corrective,Low
9790,154,2022-08-27,Inspection,Medium
9791,474,2023-11-25,Corrective,Low
9792,138,2023-09-24,Corrective,Low
9793,450,2022-02-23,Corrective,Medium
9794,248,2022-05-20,Preventive,Medium
9795,457,2023-02-06,Preventive,Low
9796,486,2022-06-02,Preventive,High
9797,152,2022-02-25,Inspection,Medium
9798,176,2023-03-09,Preventive,Low
9799,412,2022-05-31,Preventive,High
9800,82,2023-09-12,Inspection,Medium
9801,268,2022-07-27,Corrective,High
9802,482,2023-10-19,Preventive,Medium
9803,430,2022-04-26,Corrective,Low
9804,434,2023-04-13,Preventive,Low
9805,248,2022-02-08,Corrective,High
9806,170,2022-12-03,Preventive,Low
9807,98,2022-11-11,Inspection,High
9808,196,2022-12-07,Preventive,High
9809,189,2023-01-08,Preventive,Medium
9810,208,2022-03-05,Corrective,High
9811,151,2022-02-11,Corrective,High
9812,134,2022-07-26,Corrective,High
9813,203,2023-04-08,Corrective,High
9814,456,2023-10-23,Corrective,Low
9815,71,2023-01-27,Inspection,Medium
9816,102,2023-08-03,Preventive,Low
9817,203,2023-10-08,Inspection,Low
9818,492,2023-10-30,Inspection,High
9819,354,2022-05-20,Inspection,High
9820,295,2023-02-03,Preventive,High
9821,274,2023-05-03,Corrective,High
9822,237,2023-05-02,Inspection,Medium
9823,101,2022-04-04,Inspection,Medium
9824,481,2022-02-09,Preventive,Low
9825,38,2022-04-27,Preventive,High
9826,165,2022-08-23,Inspection,High
9827,280,2022-08-27,Corrective,Low
9828,339,2023-10-15,Inspection,Medium
9829,63,2022-07-15,Preventive,High
9830,387,2022-07-02,Corrective,High
9831,420,2023-06-10,Inspection,Low
9832,304,2023-08-24,Corrective,High
9833,67,2023-04-01,Corrective,High
9834,161,2022-07-01,Corrective,High
9835,310,2022-07-31,Inspection,Low
9836,194,2023-08-29,Inspection,Medium
9837,17,2022-02-17,Inspection,Medium
9838,37,2023-07-17,Corrective,Medium
9839,33,2022-11-22,Inspection,Medium
9840,391,2023-04-27,Preventive,Low
9841,205,2023-05-08,Preventive,Low
9842,173,2022-10-29,Inspection,High
9843,477,2022-09-28,Preventive,Low
9844,107,2023-10-06,Inspection,Medium
9845,183,2022-12-04,Inspection,High
9846,199,2022-01-21,Inspection,Low
9847,36,2022-07-26,Corrective,Medium
9848,384,2022-10-29,Corrective,Medium
9849,377,2023-08-13,Inspection,Low
9850,365,2022-02-27,Preventive,Medium
9851,387,2023-06-14,Inspection,Medium
9852,361,2023-10-31,Corrective,Low
9853,4,2022-08-26,Inspection,Low
9854,500,2023-08-01,Corrective,Low
9855,156,2023-05-08,Preventive,Low
9856,331,2022-04-28,Corrective,High
9857,142,2022-01-29,Corrective,High
9858,439,2022-04-18,Inspection,Medium
9859,114,2022-07-06,Corrective,High
9860,134,2023-01-20,Inspection,Medium
9861,127,2022-12-14,Preventive,High
9862,170,2022-07-13,Corrective,High
9863,325,2022-03-16,Corrective,High
9864,313,2023-08-25,Inspection,Low
9865,172,2022-05-06,Inspection,Low
9866,122,2022-07-12,Corrective,High
9867,210,2023-07-08,Corrective,High
9868,295,2022-12-13,Corrective,Medium
9869,172,2023-07-26,Preventive,High
9870,319,2023-06-12,Inspection,Medium
9871,366,2023-04-10,Inspection,Medium
9872,235,2023-04-30,Inspection,Medium
9873,104,2023-11-20,Preventive,Medium
9874,329,2022-05-07,Inspection,Medium
9875,27,2023-01-28,Corrective,Medium
9876,273,2022-03-03,Inspection,Medium
9877,58,2022-08-10,Preventive,High
9878,303,2022-11-01,Preventive,Low
9879,481,2022-06-01,Preventive,Medium
9880,399,2023-06-30,Inspection,High
9881,54,2022-05-09,Preventive,High
9882,210,2022-10-15,Inspection,High
9883,471,2023-07-27,Corrective,Low
9884,470,2022-07-05,Preventive,High
9885,367,2022-07-28,Corrective,Low
9886,39,2023-09-08,Preventive,Medium
9887,398,2023-04-11,Inspection,High
9888,135,2022-06-28,Corrective,Low
9889,172,2022-06-20,Corrective,Low
9890,279,2022-04-06,Corrective,High
9891,232,2023-12-01,Preventive,Medium
9892,31,2023-08-27,Inspection,Medium
9893,154,2023-05-07,Corrective,Medium
9894,436,2022-07-14,Inspection,Low
9895,264,2022-01-24,Corrective,Low
9896,355,2022-02-15,Inspection,Medium
9897,497,2022-01-10,Corrective,High
9898,433,2023-04-14,Preventive,Low
9899,396,2022-06-05,Preventive,High
9900,169,2023-05-14,Preventive,Medium
9901,91,2023-02-11,Preventive,Medium
9902,282,2023-10-02,Inspection,Medium
9903,55,2022-09-12,Inspection,Low
9904,194,2022-10-02,Inspection,High
9905,390,2022-06-09,Corrective,High
9906,214,2023-08-28,Preventive,Low
9907,289,2023-07-11,Preventive,Low
9908,165,2022-04-15,Preventive,Medium
9909,161,2023-03-11,Preventive,High
9910,84,2022-09-03,Preventive,Medium
9911,77,2022-06-15,Corrective,High
9912,273,2023-09-30,Inspection,High
9913,29,2023-04-20,Preventive,Medium
9914,392,2022-03-26,Preventive,Low
9915,211,2022-08-25,Preventive,High
9916,216,2022-12-30,Corrective,Low
9917,253,2022-08-23,Preventive,Low
9918,422,2023-10-14,Inspection,Low
9919,53,2022-07-16,Corrective,Medium
9920,70,2022-05-15,Corrective,High
9921,23,2022-10-17,Corrective,Medium
9922,155,2022-07-26,Inspection,Low
9923,424,2023-03-22,Preventive,Low
9924,212,2022-09-19,Inspection,Medium
9925,298,2022-01-17,Corrective,Low
9926,479,2022-12-14,Corrective,High
9927,415,2023-02-05,Preventive,Medium
9928,53,2022-04-15,Inspection,Low
9929,26,2023-11-16,Preventive,Low
9930,344,2022-09-23,Preventive,Low
9931,412,2023-01-18,Preventive,Low
9932,53,2023-02-09,Inspection,High
9933,414,2023-06-17,Corrective,Low
9934,241,2022-03-18,Inspection,Medium
9935,182,2023-09-25,Corrective,High
9936,226,2022-11-12,Corrective,Low
9937,165,2022-06-16,Inspection,Low
9938,158,2022-04-07,Inspection,Medium
9939,220,2022-03-27,Inspection,High
9940,55,2023-03-07,Preventive,Medium
9941,313,2023-08-31,Inspection,High
9942,424,2023-11-25,Corrective,Medium
9943,37,2023-11-22,Inspection,Medium
9944,458,2023-05-19,Inspection,Medium
9945,126,2022-09-07,Corrective,Medium
9946,482,2022-03-11,Preventive,Low
9947,283,2022-04-10,Preventive,Medium
9948,334,2023-02-25,Inspection,Medium
9949,497,2023-02-12,Inspection,High
9950,13,2022-03-06,Preventive,Low
9951,204,2023-11-30,Inspection,High
9952,265,2023-11-19,Inspection,High
9953,407,2023-09-07,Preventive,Medium
9954,434,2022-11-16,Inspection,Low
9955,316,2023-07-12,Inspection,High
9956,148,2022-09-21,Inspection,Medium
9957,21,2023-02-20,Preventive,Low
9958,178,2022-09-10,Inspection,Low
9959,499,2022-11-01,Preventive,High
9960,201,2022-01-08,Inspection,Low
9961,276,2022-03-30,Preventive,Low
9962,262,2022-06-24,Inspection,High
9963,79,2023-01-28,Inspection,Low
9964,88,2022-06-27,Preventive,High
9965,208,2022-06-12,Corrective,High
9966,222,2022-03-22,Inspection,Medium
9967,76,2023-11-11,Corrective,Medium
9968,430,2022-11-08,Corrective,High
9969,49,2023-06-16,Corrective,Medium
9970,68,2023-07-20,Preventive,Medium
9971,377,2023-09-26,Corrective,Low
9972,393,2023-11-19,Corrective,Low
9973,431,2022-07-22,Corrective,Low
9974,381,2022-10-18,Corrective,Medium
9975,194,2022-07-06,Inspection,Medium
9976,56,2022-03-27,Preventive,High
9977,26,2023-03-12,Inspection,Medium
9978,203,2022-10-25,Corrective,High
9979,15,2023-03-21,Inspection,Low
9980,103,2022-11-29,Preventive,Low
9981,147,2023-08-10,Corrective,High
9982,117,2023-02-10,Corrective,Low
9983,14,2022-07-01,Preventive,Medium
9984,420,2023-03-27,Preventive,High
9985,178,2022-03-18,Preventive,Low
9986,102,2023-02-10,Inspection,Low
9987,4,2023-03-29,Corrective,High
9988,348,2022-10-21,Corrective,Medium
9989,115,2022-02-21,Corrective,Low
9990,114,2023-04-12,Corrective,High
9991,363,2022-10-04,Corrective,Medium
9992,386,2023-09-04,Preventive,Medium
9993,154,2023-05-03,Preventive,Medium
9994,383,2022-07-30,Inspection,Low
9995,335,2022-12-01,Preventive,High
9996,366,2023-10-09,Corrective,Medium
9997,426,2022-06-02,Preventive,High
9998,333,2022-07-17,Preventive,Medium
9999,413,2022-10-06,Inspection,Low
10000,135,2023-05-09,Corrective,Low
10001,146,2023-01-04,Preventive,High
10002,171,2023-01-25,Inspection,Medium
10003,375,2022-12-31,Inspection,High
10004,492,2023-07-08,Corrective,High
10005,444,2022-11-08,Preventive,Medium
10006,373,2022-06-06,Preventive,Medium
10007,184,2022-05-11,Preventive,Medium
10008,27,2022-03-02,Inspection,Medium
10009,445,2022-03-15,Inspection,Medium
10010,496,2023-04-16,Inspection,High
10011,17,2023-10-09,Corrective,Medium
10012,380,2022-08-09,Preventive,High
10013,156,2022-04-19,Preventive,High
10014,17,2023-07-18,Inspection,High
10015,243,2022-06-27,Corrective,High
10016,289,2022-02-23,Corrective,High
10017,342,2023-04-10,Inspection,Medium
10018,401,2022-10-22,Corrective,Low
10019,423,2023-02-13,Inspection,Low
10020,154,2023-11-28,Preventive,Low
10021,178,2023-10-09,Inspection,Medium
10022,149,2022-01-23,Corrective,Low
10023,27,2023-04-30,Corrective,High
10024,213,2023-07-06,Preventive,High
10025,39,2023-07-04,Corrective,High
10026,136,2022-08-31,Corrective,High
10027,191,2022-10-30,Preventive,High
10028,24,2023-08-06,Preventive,Low
10029,191,2023-05-20,Inspection,High
10030,392,2022-11-17,Preventive,Low
10031,467,2023-03-24,Preventive,Low
10032,197,2022-10-26,Inspection,High
10033,376,2022-06-28,Inspection,High
10034,406,2022-05-01,Inspection,Low
10035,443,2023-05-27,Corrective,Medium
10036,272,2023-09-25,Corrective,Medium
10037,349,2022-09-13,Inspection,Medium
10038,378,2022-07-25,Corrective,Medium
10039,312,2023-01-12,Corrective,Medium
10040,288,2023-10-29,Inspection,High
10041,73,2022-03-06,Inspection,Medium
10042,498,2023-05-30,Preventive,Medium
10043,183,2022-09-23,Inspection,High
10044,352,2023-07-13,Inspection,High
10045,486,2022-02-22,Inspection,Low
10046,23,2022-08-23,Inspection,Medium
10047,120,2022-10-13,Preventive,Medium
10048,268,2023-07-05,Preventive,Low
10049,490,2022-01-26,Preventive,Medium
10050,291,2023-10-11,Preventive,Medium
10051,448,2023-07-01,Preventive,High
10052,265,2022-09-07,Corrective,Low
10053,463,2023-02-07,Inspection,Medium
10054,364,2022-08-08,Inspection,Low
10055,447,2022-02-21,Preventive,Medium
10056,269,2023-03-12,Corrective,Medium
10057,478,2023-08-29,Inspection,Medium
10058,190,2023-06-23,Corrective,Low
10059,282,2023-03-02,Preventive,High
10060,231,2022-01-16,Inspection,Low
10061,438,2022-04-01,Preventive,Medium
10062,134,2022-08-25,Corrective,High
10063,88,2023-02-24,Corrective,High
10064,36,2022-04-16,Preventive,Low
