cycle_id,asset_id,cycle_start,duration_minutes,load_percentage
48238,499,2022-01-09 06:00:00,200,75.5
48239,208,2022-01-21 23:00:00,22,87.3
48240,114,2022-01-02 06:00:00,94,58.6
48241,422,2022-01-16 04:00:00,379,84.6
48242,14,2022-01-17 05:00:00,435,38.6
48243,133,2022-01-12 14:00:00,598,76.4
48244,203,2022-01-12 01:00:00,515,46.1
48245,489,2022-01-07 15:00:00,490,33.9
48246,79,2022-01-13 05:00:00,484,96.9
48247,213,2022-01-23 12:00:00,532,99.0
48248,52,2022-01-11 22:00:00,337,54.6
48249,49,2022-01-19 20:00:00,335,40.0
48250,269,2022-01-15 19:00:00,589,63.9
48251,116,2022-01-11 20:00:00,580,99.0
48252,293,2022-01-02 04:00:00,124,31.7
48253,313,2022-01-24 01:00:00,146,67.1
48254,468,2022-01-12 00:00:00,401,87.0
48255,232,2022-01-11 21:00:00,546,62.7
48256,447,2022-01-01 03:00:00,238,26.2
48257,293,2022-01-16 14:00:00,25,58.3
48258,125,2022-01-13 13:00:00,14,51.0
48259,379,2022-01-05 16:00:00,262,85.5
48260,446,2022-01-26 16:00:00,195,67.2
48261,41,2022-01-08 00:00:00,53,60.5
48262,106,2022-01-26 08:00:00,567,49.8
48263,224,2022-01-14 18:00:00,558,80.8
48264,449,2022-01-03 03:00:00,152,64.7
48265,234,2022-01-13 00:00:00,515,82.1
48266,129,2022-01-23 18:00:00,403,42.3
48267,50,2022-01-10 20:00:00,531,76.4
48268,123,2022-01-21 16:00:00,21,95.6
48269,377,2022-01-19 23:00:00,67,33.6
48270,244,2022-01-24 03:00:00,89,42.2
48271,370,2022-01-02 08:00:00,61,72.7
48272,185,2022-01-22 15:00:00,362,50.9
48273,192,2022-01-24 18:00:00,561,64.9
48274,276,2022-01-01 11:00:00,460,27.5
48275,388,2022-01-22 01:00:00,263,74.6
48276,421,2022-01-17 13:00:00,208,36.4
48277,82,2022-01-23 17:00:00,17,73.3
48278,277,2022-01-04 06:00:00,170,95.6
48279,298,2022-01-20 11:00:00,353,33.2
48280,263,2022-01-10 19:00:00,294,79.5
48281,139,2022-01-09 06:00:00,348,40.8
48282,134,2022-01-18 18:00:00,382,86.6
48283,6,2022-01-06 14:00:00,474,65.2
48284,308,2022-01-19 12:00:00,358,32.4
48285,212,2022-01-27 05:00:00,69,38.2
48286,59,2022-01-25 02:00:00,136,26.7
48287,487,2022-01-13 10:00:00,156,42.9
48288,290,2022-01-29 05:00:00,225,57.6
48289,24,2022-01-10 22:00:00,490,32.6
48290,222,2022-01-22 23:00:00,31,86.7
48291,93,2022-01-12 01:00:00,576,35.3
48292,271,2022-01-28 08:00:00,428,60.4
48293,261,2022-01-09 05:00:00,138,89.6
48294,423,2022-01-23 09:00:00,236,92.2
48295,179,2022-01-12 05:00:00,104,81.0
48296,197,2022-01-25 06:00:00,558,96.4
48297,268,2022-01-05 19:00:00,475,44.0
48298,54,2022-01-10 01:00:00,437,36.4
48299,325,2022-01-17 00:00:00,257,57.7
48300,220,2022-01-13 02:00:00,272,82.7
48301,224,2022-01-29 17:00:00,269,82.1
48302,463,2022-01-24 17:00:00,118,78.2
48303,31,2022-01-09 14:00:00,248,70.0
48304,406,2022-01-09 00:00:00,596,33.6
48305,78,2022-01-26 08:00:00,528,85.3
48306,451,2022-01-24 22:00:00,219,31.0
48307,276,2022-01-28 01:00:00,141,61.0
48308,164,2022-01-13 18:00:00,446,71.4
48309,265,2022-01-17 19:00:00,335,46.2
48310,82,2022-01-03 03:00:00,259,85.3
48311,451,2022-01-04 14:00:00,212,33.2
48312,336,2022-01-02 14:00:00,210,40.4
48313,500,2022-01-07 09:00:00,385,83.6
48314,222,2022-01-25 11:00:00,397,68.0
48315,269,2022-01-10 15:00:00,529,60.0
48316,154,2022-01-22 06:00:00,532,29.6
48317,262,2022-01-25 11:00:00,323,87.1
48318,406,2022-01-21 14:00:00,206,34.6
48319,257,2022-01-02 04:00:00,235,36.7
48320,77,2022-01-17 08:00:00,191,39.7
48321,277,2022-01-15 12:00:00,526,23.1
48322,473,2022-01-15 09:00:00,396,54.7
48323,236,2022-01-09 13:00:00,124,57.3
48324,372,2022-01-13 19:00:00,459,29.4
48325,484,2022-01-16 00:00:00,564,29.5
48326,333,2022-01-26 01:00:00,396,50.4
48327,311,2022-01-13 13:00:00,31,37.7
48328,155,2022-01-12 19:00:00,557,51.2
48329,490,2022-01-14 01:00:00,173,54.4
48330,301,2022-01-07 22:00:00,522,51.6
48331,388,2022-01-05 15:00:00,500,21.7
48332,158,2022-01-14 00:00:00,25,44.7
48333,315,2022-01-02 11:00:00,465,41.6
48334,336,2022-01-06 02:00:00,85,38.9
48335,98,2022-01-25 07:00:00,525,76.5
48336,235,2022-01-04 05:00:00,587,41.8
48337,256,2022-01-20 17:00:00,378,74.4
48338,120,2022-01-17 23:00:00,60,81.5
48339,244,2022-01-21 09:00:00,180,82.8
48340,317,2022-01-17 12:00:00,493,29.5
48341,25,2022-01-04 02:00:00,389,50.0
48342,269,2022-01-12 20:00:00,157,53.3
48343,254,2022-01-01 12:00:00,469,92.3
48344,442,2022-01-10 20:00:00,93,61.6
48345,251,2022-01-04 18:00:00,271,35.7
48346,204,2022-01-27 22:00:00,517,56.4
48347,1,2022-01-29 22:00:00,371,77.7
48348,189,2022-01-02 07:00:00,500,46.6
48349,239,2022-01-29 23:00:00,524,64.4
48350,288,2022-01-03 01:00:00,199,85.3
48351,163,2022-01-24 18:00:00,39,67.7
48352,123,2022-01-28 07:00:00,538,71.6
48353,120,2022-01-21 23:00:00,240,20.5
48354,137,2022-01-01 19:00:00,419,64.7
48355,71,2022-01-07 23:00:00,450,51.6
48356,379,2022-01-22 06:00:00,459,93.7
48357,95,2022-01-06 18:00:00,402,49.0
48358,64,2022-01-23 17:00:00,481,99.4
48359,470,2022-01-20 04:00:00,129,58.3
48360,406,2022-01-24 04:00:00,177,21.1
48361,341,2022-01-27 09:00:00,385,61.8
48362,350,2022-01-19 11:00:00,376,55.4
48363,8,2022-01-08 00:00:00,580,64.2
48364,376,2022-01-24 05:00:00,527,65.0
48365,232,2022-01-02 13:00:00,297,55.8
48366,34,2022-01-07 01:00:00,547,28.8
48367,80,2022-01-06 23:00:00,167,71.4
48368,155,2022-01-06 13:00:00,560,52.6
48369,19,2022-01-29 08:00:00,474,31.0
48370,210,2022-01-18 15:00:00,328,86.6
48371,462,2022-01-17 21:00:00,385,64.0
48372,159,2022-01-03 02:00:00,276,65.9
48373,40,2022-01-23 15:00:00,243,34.5
48374,11,2022-01-18 15:00:00,258,49.3
48375,404,2022-01-05 01:00:00,444,99.2
48376,147,2022-01-17 11:00:00,428,86.8
48377,192,2022-01-29 19:00:00,510,80.2
48378,152,2022-01-16 11:00:00,517,57.6
48379,378,2022-01-17 07:00:00,252,26.2
48380,121,2022-01-04 19:00:00,97,89.3
48381,20,2022-01-11 20:00:00,293,99.9
48382,190,2022-01-14 05:00:00,361,84.0
48383,76,2022-01-28 23:00:00,217,81.5
48384,77,2022-01-27 14:00:00,339,76.5
48385,57,2022-01-27 08:00:00,290,86.9
48386,423,2022-01-09 03:00:00,42,21.1
48387,388,2022-01-03 07:00:00,127,46.4
48388,12,2022-01-23 12:00:00,237,42.1
48389,135,2022-01-21 05:00:00,173,41.7
48390,95,2022-01-18 08:00:00,172,25.1
48391,157,2022-01-10 19:00:00,198,62.2
48392,19,2022-01-29 23:00:00,269,52.6
48393,340,2022-01-11 18:00:00,321,54.1
48394,97,2022-01-26 13:00:00,447,91.3
48395,183,2022-01-24 07:00:00,100,25.9
48396,179,2022-01-04 09:00:00,448,68.2
48397,446,2022-01-18 17:00:00,495,33.1
48398,104,2022-01-12 07:00:00,163,78.8
48399,251,2022-01-25 18:00:00,87,54.2
48400,134,2022-01-01 18:00:00,482,82.0
48401,172,2022-01-20 16:00:00,137,30.8
48402,147,2022-01-22 10:00:00,211,39.3
48403,148,2022-01-28 08:00:00,29,31.5
48404,22,2022-01-06 04:00:00,440,30.9
48405,22,2022-01-15 19:00:00,495,37.9
48406,400,2022-01-21 20:00:00,361,97.3
48407,81,2022-01-11 22:00:00,188,70.5
48408,401,2022-01-22 21:00:00,383,33.6
48409,286,2022-01-21 11:00:00,416,66.9
48410,315,2022-01-27 10:00:00,141,95.0
48411,429,2022-01-06 08:00:00,16,88.2
48412,127,2022-01-25 00:00:00,258,25.7
48413,29,2022-01-28 02:00:00,198,98.2
48414,401,2022-01-27 11:00:00,360,49.8
48415,471,2022-01-09 01:00:00,507,41.4
48416,330,2022-01-11 11:00:00,408,26.2
48417,123,2022-01-07 17:00:00,78,51.5
48418,110,2022-01-07 18:00:00,306,47.6
48419,301,2022-01-18 01:00:00,12,96.4
48420,37,2022-01-10 19:00:00,544,33.3
48421,215,2022-01-10 19:00:00,428,69.9
48422,475,2022-01-26 19:00:00,504,35.1
48423,335,2022-01-28 04:00:00,576,90.4
48424,219,2022-01-21 12:00:00,238,98.8
48425,103,2022-01-23 16:00:00,384,83.8
48426,376,2022-01-10 17:00:00,507,28.8
48427,430,2022-01-22 09:00:00,595,81.0
48428,442,2022-01-20 02:00:00,576,67.5
48429,322,2022-01-12 11:00:00,221,26.6
48430,214,2022-01-10 17:00:00,464,97.0
48431,300,2022-01-26 00:00:00,441,66.1
48432,315,2022-01-06 04:00:00,439,24.2
48433,402,2022-01-05 07:00:00,529,49.5
48434,163,2022-01-03 01:00:00,505,89.7
48435,336,2022-01-08 05:00:00,558,36.1
48436,7,2022-01-19 21:00:00,317,73.0
48437,487,2022-01-05 04:00:00,241,25.5
48438,266,2022-01-12 17:00:00,510,62.5
48439,80,2022-01-12 05:00:00,402,23.5
48440,62,2022-01-13 23:00:00,406,53.6
48441,79,2022-01-16 18:00:00,261,91.8
48442,81,2022-01-29 22:00:00,255,40.7
48443,196,2022-01-10 18:00:00,510,30.0
48444,247,2022-01-05 08:00:00,23,39.1
48445,75,2022-01-10 08:00:00,96,82.1
48446,158,2022-01-03 12:00:00,480,27.1
48447,52,2022-01-06 00:00:00,337,29.5
48448,279,2022-01-02 03:00:00,318,82.4
48449,301,2022-01-27 07:00:00,502,49.7
48450,171,2022-01-30 03:00:00,587,62.2
48451,414,2022-01-04 03:00:00,292,36.2
48452,81,2022-01-12 00:00:00,386,94.6
48453,484,2022-01-29 00:00:00,210,46.6
48454,8,2022-01-21 23:00:00,26,93.7
48455,16,2022-01-22 04:00:00,420,61.0
48456,336,2022-01-22 20:00:00,62,41.8
48457,11,2022-01-22 02:00:00,97,62.2
48458,117,2022-01-10 05:00:00,434,23.2
48459,14,2022-01-06 08:00:00,132,93.2
48460,350,2022-01-23 02:00:00,349,25.3
48461,364,2022-01-19 03:00:00,489,34.3
48462,337,2022-01-24 21:00:00,191,75.9
48463,300,2022-01-29 17:00:00,116,50.9
48464,361,2022-01-17 12:00:00,361,93.3
48465,151,2022-01-29 18:00:00,264,67.4
48466,265,2022-01-16 12:00:00,399,44.5
48467,310,2022-01-02 20:00:00,73,89.7
48468,347,2022-01-09 16:00:00,465,45.7
48469,285,2022-01-05 10:00:00,67,20.8
48470,469,2022-01-01 08:00:00,244,48.8
48471,136,2022-01-14 14:00:00,383,84.6
48472,253,2022-01-25 20:00:00,301,47.4
48473,113,2022-01-22 22:00:00,574,65.4
48474,198,2022-01-19 16:00:00,512,92.1
48475,383,2022-01-01 09:00:00,557,52.7
48476,325,2022-01-20 15:00:00,357,33.8
48477,245,2022-01-07 05:00:00,400,42.9
48478,180,2022-01-25 23:00:00,444,47.1
48479,43,2022-01-17 19:00:00,445,54.3
48480,474,2022-01-26 07:00:00,181,63.4
48481,407,2022-01-19 22:00:00,188,76.6
48482,300,2022-01-24 18:00:00,219,25.0
48483,375,2022-01-18 06:00:00,315,40.5
48484,238,2022-01-09 01:00:00,263,88.6
48485,475,2022-01-09 09:00:00,582,89.9
48486,430,2022-01-08 13:00:00,528,31.7
48487,50,2022-01-12 00:00:00,578,24.7
48488,92,2022-01-19 16:00:00,34,47.3
48489,323,2022-01-27 01:00:00,388,66.4
48490,208,2022-01-09 17:00:00,279,20.9
48491,224,2022-01-22 00:00:00,322,45.3
48492,246,2022-01-29 12:00:00,322,54.4
48493,214,2022-01-09 05:00:00,426,71.9
48494,396,2022-01-01 00:00:00,399,82.9
48495,78,2022-01-20 13:00:00,115,40.0
48496,109,2022-01-02 09:00:00,597,54.1
48497,456,2022-01-14 07:00:00,150,45.5
48498,5,2022-01-17 09:00:00,470,28.0
48499,423,2022-01-15 08:00:00,232,32.3
48500,271,2022-01-17 12:00:00,527,55.0
48501,495,2022-01-09 17:00:00,401,45.7
48502,11,2022-01-13 21:00:00,452,35.3
48503,303,2022-01-11 06:00:00,460,51.7
48504,379,2022-01-05 02:00:00,208,70.0
48505,6,2022-01-02 22:00:00,288,62.2
48506,125,2022-01-18 09:00:00,563,40.8
48507,53,2022-01-15 06:00:00,323,61.6
48508,202,2022-01-08 06:00:00,393,42.9
48509,373,2022-01-13 20:00:00,201,88.1
48510,177,2022-01-25 07:00:00,492,99.3
48511,111,2022-01-15 14:00:00,46,45.9
48512,100,2022-01-14 01:00:00,435,29.1
48513,2,2022-01-17 23:00:00,550,95.3
48514,55,2022-01-12 10:00:00,221,56.4
48515,461,2022-01-17 03:00:00,409,93.6
48516,51,2022-01-29 07:00:00,76,52.0
48517,170,2022-01-07 15:00:00,528,75.6
48518,2,2022-01-09 06:00:00,15,68.2
48519,427,2022-01-24 04:00:00,50,27.5
48520,137,2022-01-25 16:00:00,542,56.3
48521,491,2022-01-01 18:00:00,337,50.4
48522,168,2022-01-04 13:00:00,434,92.4
48523,492,2022-01-21 19:00:00,514,63.4
48524,264,2022-01-26 20:00:00,383,60.3
48525,328,2022-01-25 15:00:00,341,43.5
48526,284,2022-01-15 00:00:00,488,83.2
48527,439,2022-01-14 12:00:00,238,51.2
48528,175,2022-01-01 11:00:00,179,26.4
48529,459,2022-01-03 12:00:00,152,35.5
48530,167,2022-01-22 04:00:00,397,58.8
48531,223,2022-01-25 11:00:00,445,63.8
48532,24,2022-01-25 15:00:00,31,73.8
48533,327,2022-01-22 01:00:00,490,95.6
48534,17,2022-01-04 03:00:00,382,99.1
48535,172,2022-01-19 00:00:00,189,79.2
48536,163,2022-01-18 12:00:00,128,29.7
48537,306,2022-01-15 05:00:00,307,86.7
48538,217,2022-01-05 09:00:00,137,36.3
48539,64,2022-01-17 20:00:00,332,69.8
48540,409,2022-01-03 00:00:00,208,41.0
48541,88,2022-01-20 00:00:00,59,97.6
48542,263,2022-01-17 14:00:00,152,85.5
48543,185,2022-01-12 01:00:00,577,50.6
48544,49,2022-01-16 01:00:00,554,22.3
48545,298,2022-01-28 22:00:00,587,42.7
48546,32,2022-01-20 12:00:00,542,48.3
48547,381,2022-01-10 18:00:00,347,21.4
48548,353,2022-01-17 11:00:00,173,52.3
48549,397,2022-01-12 07:00:00,106,99.5
48550,68,2022-01-04 04:00:00,138,97.0
48551,229,2022-01-22 13:00:00,175,65.6
48552,431,2022-01-08 11:00:00,324,87.1
48553,219,2022-01-02 11:00:00,479,49.1
48554,58,2022-01-10 05:00:00,570,99.6
48555,78,2022-01-11 10:00:00,546,51.6
48556,444,2022-01-04 23:00:00,308,50.9
48557,166,2022-01-19 10:00:00,145,69.9
48558,28,2022-01-09 15:00:00,558,45.1
48559,9,2022-01-03 17:00:00,392,49.2
48560,318,2022-01-23 01:00:00,574,57.2
48561,267,2022-01-03 15:00:00,471,65.1
48562,252,2022-01-01 17:00:00,78,80.5
48563,16,2022-01-08 16:00:00,369,44.6
48564,325,2022-01-29 06:00:00,288,40.0
48565,451,2022-01-19 01:00:00,103,88.8
48566,412,2022-01-13 19:00:00,165,78.4
48567,452,2022-01-26 04:00:00,90,51.6
48568,403,2022-01-05 11:00:00,386,69.5
48569,117,2022-01-24 03:00:00,149,55.7
48570,42,2022-01-23 21:00:00,496,75.1
48571,275,2022-01-01 08:00:00,523,94.4
48572,98,2022-01-17 16:00:00,519,51.8
48573,250,2022-01-01 08:00:00,265,31.9
48574,103,2022-01-15 19:00:00,321,57.3
48575,222,2022-01-05 11:00:00,176,63.6
48576,499,2022-01-14 09:00:00,373,41.0
48577,353,2022-01-17 03:00:00,218,94.3
48578,34,2022-01-29 07:00:00,367,43.4
48579,415,2022-01-19 09:00:00,575,48.5
48580,154,2022-01-27 17:00:00,348,87.5
48581,445,2022-01-10 07:00:00,540,32.0
48582,62,2022-01-02 14:00:00,253,28.7
48583,408,2022-01-21 00:00:00,182,91.0
48584,148,2022-01-14 02:00:00,419,32.1
48585,294,2022-01-01 10:00:00,531,77.2
48586,265,2022-01-15 22:00:00,468,74.1
48587,394,2022-01-26 11:00:00,412,92.2
48588,234,2022-01-12 05:00:00,150,69.1
48589,434,2022-01-17 13:00:00,274,36.4
48590,330,2022-01-15 11:00:00,200,31.0
48591,232,2022-01-12 10:00:00,50,22.9
48592,112,2022-01-20 22:00:00,203,75.8
48593,207,2022-01-21 09:00:00,384,85.1
48594,366,2022-01-14 13:00:00,595,31.5
48595,63,2022-01-03 00:00:00,520,77.8
48596,412,2022-01-29 03:00:00,79,29.6
48597,28,2022-01-29 08:00:00,426,31.5
48598,113,2022-01-14 14:00:00,355,58.7
48599,473,2022-01-18 04:00:00,565,24.2
48600,394,2022-01-10 09:00:00,592,84.9
48601,160,2022-01-18 22:00:00,115,47.4
48602,267,2022-01-25 04:00:00,517,86.6
48603,41,2022-01-25 04:00:00,414,60.4
48604,15,2022-01-15 02:00:00,141,67.2
48605,59,2022-01-08 21:00:00,348,31.7
48606,191,2022-01-06 09:00:00,188,89.4
48607,429,2022-01-07 21:00:00,143,73.9
48608,470,2022-01-03 06:00:00,229,56.1
48609,231,2022-01-07 00:00:00,187,29.4
48610,21,2022-01-10 00:00:00,140,28.8
48611,113,2022-01-08 18:00:00,113,44.8
48612,435,2022-01-17 17:00:00,192,21.5
48613,55,2022-01-19 03:00:00,33,30.1
48614,94,2022-01-27 20:00:00,136,82.6
48615,468,2022-01-09 00:00:00,277,73.2
48616,134,2022-01-03 17:00:00,442,52.5
48617,301,2022-01-24 05:00:00,151,75.9
48618,267,2022-01-03 07:00:00,152,85.2
48619,177,2022-01-02 08:00:00,431,83.2
48620,483,2022-01-02 05:00:00,584,83.9
48621,210,2022-01-04 06:00:00,97,28.2
48622,208,2022-01-27 15:00:00,568,84.1
48623,337,2022-01-07 14:00:00,292,35.6
48624,115,2022-01-01 04:00:00,288,48.6
48625,147,2022-01-01 15:00:00,298,95.6
48626,105,2022-01-21 18:00:00,380,53.1
48627,105,2022-01-08 06:00:00,406,67.3
48628,416,2022-01-11 23:00:00,174,88.5
48629,206,2022-01-01 17:00:00,181,97.3
48630,202,2022-01-28 18:00:00,518,90.4
48631,388,2022-01-23 02:00:00,118,44.5
48632,152,2022-01-02 14:00:00,133,39.7
48633,326,2022-01-28 14:00:00,357,58.6
48634,235,2022-01-15 17:00:00,533,39.5
48635,405,2022-01-29 01:00:00,205,99.4
48636,292,2022-01-26 04:00:00,418,69.3
48637,23,2022-01-11 03:00:00,368,41.1
48638,326,2022-01-22 10:00:00,481,78.3
48639,362,2022-01-04 17:00:00,526,76.6
48640,471,2022-01-13 10:00:00,27,65.6
48641,71,2022-01-20 17:00:00,524,36.5
48642,203,2022-01-08 19:00:00,115,88.0
48643,253,2022-01-19 12:00:00,361,82.8
48644,28,2022-01-19 07:00:00,99,78.1
48645,366,2022-01-09 23:00:00,384,45.5
48646,228,2022-01-01 11:00:00,146,90.7
48647,177,2022-01-06 14:00:00,475,28.5
48648,158,2022-01-07 02:00:00,589,95.3
48649,368,2022-01-21 01:00:00,59,56.5
48650,93,2022-01-10 10:00:00,440,43.0
48651,184,2022-01-04 02:00:00,18,87.7
48652,407,2022-01-28 09:00:00,120,98.6
48653,428,2022-01-16 23:00:00,116,29.4
48654,155,2022-01-11 04:00:00,496,34.2
48655,177,2022-01-03 16:00:00,401,72.5
48656,425,2022-01-27 14:00:00,177,39.6
48657,190,2022-01-03 03:00:00,209,34.4
48658,401,2022-01-28 01:00:00,505,31.9
48659,139,2022-01-10 23:00:00,98,81.6
48660,70,2022-01-19 11:00:00,31,28.5
48661,499,2022-01-26 03:00:00,46,56.3
48662,414,2022-01-16 00:00:00,177,86.4
48663,268,2022-01-10 03:00:00,481,28.6
48664,360,2022-01-14 15:00:00,547,77.5
48665,22,2022-01-24 18:00:00,116,70.0
48666,297,2022-01-15 18:00:00,305,28.4
48667,391,2022-01-01 05:00:00,207,50.4
48668,448,2022-01-21 11:00:00,270,56.7
48669,417,2022-01-26 05:00:00,118,62.1
48670,26,2022-01-13 07:00:00,245,96.8
48671,414,2022-01-23 01:00:00,356,84.6
48672,270,2022-01-05 04:00:00,542,59.7
48673,344,2022-01-21 07:00:00,389,61.6
48674,289,2022-01-15 12:00:00,124,63.9
48675,407,2022-01-12 00:00:00,249,78.9
48676,126,2022-01-27 20:00:00,287,97.9
48677,1,2022-01-15 09:00:00,229,86.1
48678,238,2022-01-26 08:00:00,19,48.1
48679,125,2022-01-25 08:00:00,109,93.4
48680,171,2022-01-03 15:00:00,496,77.1
48681,28,2022-01-24 21:00:00,514,66.2
48682,256,2022-01-02 16:00:00,551,96.0
48683,471,2022-01-04 13:00:00,181,39.0
48684,192,2022-01-24 09:00:00,128,27.1
48685,246,2022-01-30 03:00:00,373,86.9
48686,147,2022-01-15 09:00:00,307,24.5
48687,26,2022-01-01 13:00:00,546,86.7
48688,442,2022-01-18 10:00:00,368,88.8
48689,445,2022-01-28 05:00:00,585,45.0
48690,370,2022-01-14 18:00:00,19,90.0
48691,155,2022-01-02 11:00:00,514,56.8
48692,308,2022-01-16 06:00:00,64,59.4
48693,234,2022-01-24 20:00:00,336,68.8
48694,162,2022-01-19 03:00:00,22,75.7
48695,363,2022-01-13 17:00:00,541,89.6
48696,24,2022-01-16 03:00:00,276,89.9
48697,373,2022-01-21 13:00:00,409,30.5
48698,465,2022-01-10 19:00:00,316,41.0
48699,483,2022-01-27 03:00:00,567,72.3
48700,421,2022-01-12 00:00:00,510,49.8
48701,115,2022-01-26 19:00:00,489,74.2
48702,427,2022-01-25 02:00:00,501,52.3
48703,407,2022-01-10 14:00:00,514,99.0
48704,420,2022-01-23 09:00:00,558,37.1
48705,148,2022-01-20 23:00:00,484,87.4
48706,66,2022-01-21 04:00:00,480,79.9
48707,472,2022-01-01 13:00:00,398,51.7
48708,49,2022-01-29 15:00:00,446,91.7
48709,316,2022-01-09 19:00:00,21,85.2
48710,45,2022-01-14 05:00:00,475,99.4
48711,352,2022-01-27 23:00:00,138,75.5
48712,410,2022-01-30 03:00:00,379,58.2
48713,290,2022-01-10 13:00:00,171,49.2
48714,344,2022-01-22 04:00:00,170,32.1
48715,373,2022-01-11 13:00:00,525,54.5
48716,251,2022-01-09 03:00:00,69,38.5
48717,97,2022-01-14 15:00:00,396,28.9
48718,463,2022-01-08 10:00:00,136,76.4
48719,296,2022-01-26 16:00:00,524,90.4
48720,149,2022-01-28 16:00:00,14,45.5
48721,459,2022-01-08 17:00:00,335,68.0
48722,133,2022-01-07 22:00:00,322,63.0
48723,383,2022-01-12 08:00:00,388,53.3
48724,435,2022-01-07 19:00:00,502,98.4
48725,12,2022-01-11 13:00:00,165,94.6
48726,205,2022-01-06 04:00:00,492,27.9
48727,449,2022-01-11 08:00:00,83,28.2
48728,112,2022-01-08 01:00:00,446,89.6
48729,484,2022-01-28 14:00:00,123,76.7
48730,259,2022-01-18 04:00:00,111,55.5
48731,191,2022-01-13 09:00:00,479,43.1
48732,95,2022-01-09 13:00:00,330,64.6
48733,306,2022-01-19 21:00:00,114,56.3
48734,446,2022-01-28 01:00:00,535,81.1
48735,38,2022-01-19 14:00:00,435,52.4
48736,329,2022-01-23 14:00:00,325,31.7
48737,63,2022-01-19 22:00:00,262,29.9
48738,4,2022-01-28 10:00:00,62,54.9
48739,153,2022-01-24 18:00:00,538,95.1
48740,382,2022-01-13 14:00:00,502,81.9
48741,352,2022-01-28 03:00:00,157,76.7
48742,401,2022-01-12 16:00:00,377,40.2
48743,278,2022-01-06 16:00:00,413,87.9
48744,136,2022-01-29 02:00:00,436,98.9
48745,227,2022-01-12 05:00:00,33,86.8
48746,161,2022-01-15 09:00:00,488,67.9
48747,35,2022-01-18 14:00:00,330,49.6
48748,265,2022-01-02 00:00:00,238,59.5
48749,323,2022-01-26 15:00:00,325,20.1
48750,68,2022-01-29 00:00:00,168,28.7
48751,461,2022-01-20 04:00:00,269,79.6
48752,316,2022-01-12 01:00:00,113,72.8
48753,227,2022-01-14 14:00:00,283,61.2
48754,214,2022-01-06 07:00:00,95,45.7
48755,310,2022-01-18 10:00:00,118,36.6
48756,23,2022-01-12 11:00:00,478,78.2
48757,384,2022-01-07 13:00:00,188,89.5
48758,445,2022-01-16 07:00:00,181,59.6
48759,281,2022-01-05 05:00:00,15,45.6
48760,414,2022-01-10 22:00:00,426,98.4
48761,481,2022-01-21 11:00:00,72,82.9
48762,454,2022-01-21 14:00:00,238,46.1
48763,433,2022-01-28 03:00:00,28,78.6
48764,456,2022-01-18 17:00:00,457,95.0
48765,117,2022-01-16 07:00:00,555,29.7
48766,427,2022-01-09 15:00:00,372,55.8
48767,368,2022-01-12 11:00:00,335,84.8
48768,422,2022-01-01 16:00:00,23,23.4
48769,353,2022-01-14 05:00:00,582,66.7
48770,309,2022-01-23 06:00:00,242,71.5
48771,322,2022-01-05 05:00:00,104,33.8
48772,127,2022-01-29 13:00:00,379,67.0
48773,125,2022-01-04 06:00:00,516,41.3
48774,180,2022-01-05 18:00:00,491,56.6
48775,247,2022-01-23 19:00:00,40,21.6
48776,155,2022-01-08 22:00:00,570,89.8
48777,419,2022-01-24 13:00:00,271,75.7
48778,488,2022-01-26 20:00:00,238,22.3
48779,498,2022-01-16 03:00:00,503,61.1
48780,257,2022-01-11 14:00:00,409,31.7
48781,215,2022-01-12 11:00:00,178,76.6
48782,24,2022-01-14 21:00:00,95,29.7
48783,59,2022-01-19 04:00:00,307,33.6
48784,194,2022-01-01 17:00:00,343,81.4
48785,27,2022-01-08 21:00:00,354,58.4
48786,159,2022-01-14 00:00:00,413,53.9
48787,33,2022-01-19 18:00:00,147,75.7
48788,288,2022-01-27 18:00:00,587,65.5
48789,63,2022-01-06 08:00:00,469,43.1
48790,463,2022-01-28 09:00:00,335,36.2
48791,445,2022-01-20 02:00:00,322,64.7
48792,286,2022-01-08 06:00:00,343,45.0
48793,203,2022-01-13 17:00:00,92,49.4
48794,161,2022-01-07 02:00:00,247,56.3
48795,118,2022-01-29 13:00:00,322,93.8
48796,110,2022-01-12 03:00:00,526,98.3
48797,147,2022-01-07 15:00:00,44,45.4
48798,355,2022-01-10 14:00:00,205,86.2
48799,66,2022-01-22 09:00:00,93,84.6
48800,349,2022-01-04 00:00:00,577,82.9
48801,497,2022-01-25 02:00:00,320,66.6
48802,274,2022-01-05 04:00:00,453,37.3
48803,242,2022-01-16 04:00:00,106,58.6
48804,154,2022-01-09 21:00:00,142,43.2
48805,465,2022-01-18 11:00:00,178,56.9
48806,184,2022-01-02 20:00:00,515,20.9
48807,61,2022-01-23 10:00:00,580,91.6
48808,101,2022-01-17 10:00:00,448,61.5
48809,68,2022-01-09 08:00:00,490,63.0
48810,277,2022-01-28 05:00:00,161,32.2
48811,350,2022-01-03 22:00:00,115,28.6
48812,293,2022-01-23 18:00:00,549,54.7
48813,418,2022-01-27 13:00:00,453,85.7
48814,27,2022-01-20 21:00:00,313,53.5
48815,396,2022-01-22 21:00:00,493,44.3
48816,78,2022-01-07 16:00:00,198,46.3
48817,257,2022-01-16 19:00:00,576,35.1
48818,305,2022-01-14 15:00:00,508,22.7
48819,249,2022-01-14 05:00:00,102,91.6
